,sample_id,group,scNiche,annotations_level1,annotations_level2,annotations_level3
BI5XO_A1_abgioelo-1,BI5XO_A1,bright,Niche3,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_abgnjape-1,BI5XO_A1,bright,Niche3,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_abgobclh-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_abhaeini-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_abhbhphb-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_abhblfia-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_abhcheng-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_abhebpha-1,BI5XO_A1,bright,Niche3,Endothelial,VEC-vascular,VEC-venous
BI5XO_A1_abhhglam-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_abhkafgb-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_abhlllhf-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_abhmbbjj-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_abhmklda-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_abhnbjke-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_abhnogeg-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_A1_abiaidcd-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-remodelling
BI5XO_A1_abicomba-1,BI5XO_A1,bright,Niche3,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_abifghjm-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_abifpgde-1,BI5XO_A1,bright,Niche0,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_abihdacd-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_abihhdml-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_abikgoel-1,BI5XO_A1,bright,Niche3,NK cell,NK,NK-CD56-bright
BI5XO_A1_abinabia-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_abinfico-1,BI5XO_A1,bright,Niche0,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_abinlgle-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-mono,MP-mono-classical
BI5XO_A1_abiolnom-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_abjbmmkn-1,BI5XO_A1,bright,Niche3,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_abjceped-1,BI5XO_A1,bright,Niche3,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_A1_abjgbdci-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-osteogenic
BI5XO_A1_abjimfdf-1,BI5XO_A1,bright,Niche0,NK cell,NK,NK-CD56-bright
BI5XO_A1_abjmfjkl-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_abjookbd-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_A1_abkamflb-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_A1_abkdgfmm-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_abkemdlb-1,BI5XO_A1,bright,Niche0,B cell,plasma,plasma
BI5XO_A1_abkfhanm-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_abkgkhhc-1,BI5XO_A1,bright,Niche0,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_abkimfbo-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_abkkfghe-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_abklfhnm-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_abknocgf-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_ablanbil-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_ablekdio-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_ablmkngg-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_abloijcp-1,BI5XO_A1,bright,Niche0,Endothelial,VEC-vascular,VEC-venous
BI5XO_A1_abmbfode-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_abmjlmga-1,BI5XO_A1,bright,Niche0,Endothelial,VEC-vascular,VEC-arterial
BI5XO_A1_abmnlfol-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-DC,MP-DC-c2
BI5XO_A1_abmogmba-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_abmpmdli-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_abmpmimi-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_A1_abndboli-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_abndgaia-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_A1_abneemcn-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_abnehhia-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_abnfgagj-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_abnflanc-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_abnfobgo-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_abnhijbm-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_abnimndm-1,BI5XO_A1,bright,Niche1,Mast,mast,mast
BI5XO_A1_abocjeme-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_aboedcee-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_abogkple-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_abonicgf-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_A1_abpdaejb-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_A1_abpgldbo-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-mono,MP-mono-nonclassical
BI5XO_A1_abphncdl-1,BI5XO_A1,bright,Niche0,Endothelial,VEC-vascular,VEC-arterial
BI5XO_A1_abpjpdaj-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_acadpkgj-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_acaeijgb-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_acaffgcj-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_acahafmi-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_acaigboe-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_acalagam-1,BI5XO_A1,bright,Niche1,T cell,cycling,T-cycling
BI5XO_A1_acaljdbj-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_acbaeenh-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_acbahdgp-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_acbcjhin-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_acbckili-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_acbfglep-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_acbhahnd-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_acbjkpml-1,BI5XO_A1,bright,Niche0,Endothelial,VEC-endocardial,VEC-endocardial
BI5XO_A1_accajeoo-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_A1_accbhhjg-1,BI5XO_A1,bright,Niche1,NK cell,NK,NK-CD56-bright
BI5XO_A1_acccbalc-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-IFN
BI5XO_A1_acccinof-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_acccjijm-1,BI5XO_A1,bright,Niche3,B cell,plasma,plasma
BI5XO_A1_accdlfok-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_accfmpaf-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res-activated
BI5XO_A1_accgdlai-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_accgodhi-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_acchembo-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-SA
BI5XO_A1_acciglhk-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_acckimfl-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-mono,MP-mono-nonclassical
BI5XO_A1_acclacon-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_accllade-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_A1_accmgbdd-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_accphkpg-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_A1_acdaehdl-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-mono,MP-mono-nonclassical
BI5XO_A1_acdbbceg-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_acdbhahf-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_acddahge-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_acdfcohk-1,BI5XO_A1,bright,Niche1,NK cell,NK,NK-CD56-bright
BI5XO_A1_acdgpkpa-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_acdhkimj-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_acdmfpen-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_acdnagdl-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_aceblepm-1,BI5XO_A1,bright,Niche1,T cell,T-CD4,T-CD4-Treg
BI5XO_A1_acedfffo-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_acegbbnp-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_acekinac-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_acelfblg-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_acelgjad-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-osteoclast
BI5XO_A1_aceljggm-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_A1_acemaedh-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_acenaeeh-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_A1_acfagokh-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_A1_acfcgnnc-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_A1_acfgnkii-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_acflblgk-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_acfmnbad-1,BI5XO_A1,bright,Niche3,Endothelial,VEC-vascular,VEC-arterial
BI5XO_A1_acfnmikc-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_acfokkae-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_acgfgjfd-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_acgfmeld-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_acgibdlf-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_acgjigpo-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_A1_acgjkbfd-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_acgmncko-1,BI5XO_A1,bright,Niche1,Endothelial,VEC-vascular,VEC-venous
BI5XO_A1_achckkom-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_achffnck-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_achgjgpa-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_achhnphh-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_A1_achibbhm-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_A1_achimlpj-1,BI5XO_A1,bright,Niche3,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_A1_achkgpnb-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_achkoelk-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_A1_achlhohl-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-mono,MP-mono-nonclassical
BI5XO_A1_achlimkg-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_A1_achlmhcn-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_achpekej-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_A1_acibendl-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_aciddgla-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_aciffbif-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_acighfjf-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_acigklho-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_A1_acihepdc-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_acikanmo-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_acioheeo-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-IFN,VIC-IFN
BI5XO_A1_acjhegoi-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_acjhgcfn-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_acjigdha-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_acjigfkp-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_acjimfad-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_acjkpgha-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_A1_acjlnhhp-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_acjokbdp-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_ackakcng-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_A1_ackcibdn-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_ackeckmh-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_ackgidfe-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_ackgpjnk-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-remodelling
BI5XO_A1_ackhemba-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_ackhjbdm-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_acklnbem-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_ackoabcb-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_ackoelfj-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_ackpcace-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_ackpmifn-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_ackppdfg-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_A1_aclbogpa-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_aclcekfl-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,cycling,VIC-cycling
BI5XO_A1_acldggia-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_A1_aclgmioa-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_A1_acljhogd-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_aclkihpf-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_aclnfpce-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_aclopnbn-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_acmcbiek-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_acmffoke-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_A1_acmkahcn-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_acmkkeia-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_acmmjbbg-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_acmnemig-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_acmopphh-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_acndmnkn-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-remodelling
BI5XO_A1_acnehoml-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-remodelling
BI5XO_A1_acngficm-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-IFN,VIC-IFN
BI5XO_A1_acngohoe-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-remodelling
BI5XO_A1_acnjiifh-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-remodelling
BI5XO_A1_acnkpjic-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-IFN,VIC-IFN
BI5XO_A1_acnnkeee-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_acnnmaah-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_acnoopig-1,BI5XO_A1,bright,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_A1_acnpiglg-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_acoacgoi-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_acofdbef-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_acokcfce-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_acokcohn-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_A1_acokijij-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_acomkccn-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_aconkdgn-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_acoobcpd-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_acopioik-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_acpcfcnc-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_acpgbgeb-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_acphaolg-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_acpibdmi-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_acpidnbl-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_acpilcnm-1,BI5XO_A1,bright,Niche0,Endothelial,VEC-endocardial,VEC-endocardial
BI5XO_A1_acpjdecf-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_adakanjj-1,BI5XO_A1,bright,Niche0,T cell,T-CD8,T-CD8-EM
BI5XO_A1_adbbiohg-1,BI5XO_A1,bright,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_A1_adbbnkhc-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_A1_adbcaclc-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_adbclklg-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_adbfgenm-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_adbildmm-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_A1_adcfamdo-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_A1_addobbdd-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_A1_addobdcn-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-remodelling
BI5XO_A1_adeelojf-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_A1_adeeofdm-1,BI5XO_A1,bright,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
